UserID,Datatime,Building,Floor ,Long,Lat
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
user1,2017-01-01T12:00:10,http://ex.com#dummyBuilding,http://ex.com#dummyFloor,5.010786274,47.29396219
user1,2017-01-01T12:00:10,http://ex.com#dummyBuilding,http://ex.com#dummyFloor,5.010786274,47.29396219
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
User1,2017-01-01T12:00:10,https://www.u-bourgogne.fr/stride#R1,https://www.u-bourgogne.fr/stride#R2,5.068313065,47.31075919
